OBJECTID,GEOID,GEOG,2000_POP,2010_POP,2020_POP,2020_HH,2020_HH_SIZE,TOT_POP,UND5,A5_19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,TOT_WRKR16OV,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,INCPERCAP,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_5_9UN,HU_10_19UN,HU_GT_19UN,HU_MOBILE,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,CASHRENT_HH,RENT_LT500,RENT_500_999,RENT_1000_1499,RENT_1500_2499,RENT_GT2500,MED_RENT,COMPUTER,ONLY_SMARTPHONE,NO_COMPUTER,INTERNET,BROADBAND,NO_INTERNET,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,TRANSIT_LOW_PCT,TRANSIT_MOD_PCT,TRANSIT_HIGH_PCT,WALKABLE_LOW_PCT,WALKABLE_MOD_PCT,WALKABLE_HIGH_PCT,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod,highly_walkable_pop_pct,highly_walkable_emp_pct,assoc_plus_pct,in_lbr_frc_pct,pct_pop_access_4_acres_per_1k,pct_pop_access_10_acres_per_1k,impervious_acres_per_hh,modhigh_ta_pop_pct,modhigh_ta_emp_pct,nonsov_pct
63,51,South Deering,16990,15109,14105,5311,2.646017699,15144,628,3784,2969,2858,2213,1652,729,311,35.8992467,753,4690,9646,0,55,15073,11820,6357,5269,1088,5463,5075,229,4846,3239,334,1158,56,59,183845,1196,2272,1384,533,9811,1919,2939,2507,716,1195,535,2361,1108,876,465,391,184,30127.84091,19183.58743,5385,2762,2623,768,6153,2820,1573,717,679,226,10,128,0,5.836518595,41,301,3320,2491,1942.786768,320,2425,2796,494,118,2325,350,80,7,99728.99729,2606,616,782,967,223,18,927.480916,4668,1166,717,4453,4409,932,4769,Health Care,Administration,Education,Accommodation and Food Service,Retail Trade,865,494,460,439,436,7488,Manufacturing,Wholesale Trade,Transportation,Retail Trade,Administration,5511,363,280,279,278,Outside of Chicago,The Loop,Near North Side,Near West Side,South Deering,1795,945,328,268,140,Outside of Chicago,East Side,South Deering,Roseland,Hegewisch,5600,179,140,107,94,,,,14809.14514,,,,,,,,,,0.256639259,0,0.743360741,0.311552844,0.42516237,0.263284786,2.224320881,6974.220837,415.2663184,0.059543041,64.89417074,0.009304863,8.14122958,0.001167332,62.12756191,0.008908172,37.95126327,0.005441649,645.9452946,0.092618991,4542.751107,0.651363244,0,0,612.808618,0.087867682,584.3352736,0.083785026,1675,1511,1030,1169,3502,882,1883,1529,94,175,1260,1845,347,405,1093,876,516,212,148,1040,970,20,50,13633,1511,14516,3897,1532,10619,3352,258,0,0,0,10,0,183,94,1287,5176,10335,8,184,,,,,,,,,,,,,,,,,,,,,,,,,0.359101472,0.096439169,0.249311997,0.708208955,0,0,0.581445381,0.99533686,0.210479835,0.350147783
64,30,South Lawndale,91071,79288,71399,20069,3.301709104,70235,4361,14520,19649,14199,10094,4727,1930,755,32.38064169,3884,56749,9103,260,239,60218,55402,27170,24779,2391,28232,24439,922,23517,12880,4197,4724,1512,204,857675,3762,8565,4335,2055,44672,18343,14557,5434,1514,3751,1073,5186,6993,2860,1615,1449,614,36919.74596,14234.46978,18717,7401,11316,2335,21052,4359,312,7191,6371,1912,35,592,280,5.149779736,335,3376,4696,12645,1931.621194,2585,11381,4929,1429,728,2248,4237,760,156,168942.3579,11125,638,7725,2263,499,0,836.1766319,15446,3653,3271,14328,13693,4389,17404,Manufacturing,Administration,Accommodation and Food Service,Retail Trade,Health Care,2576,2225,2003,1894,1888,10573,Health Care,Manufacturing,Transportation,Accommodation and Food Service,Retail Trade,2239,1806,1686,1188,1002,Outside of Chicago,The Loop,Near West Side,Near North Side,South Lawndale,7706,1931,982,916,807,Outside of Chicago,South Lawndale,Austin,West Lawn,Chicago Lawn,4864,807,204,188,182,,,,11382.27165,,,,,,,,,,0,0,1,0.024433695,0.01857051,0.956995794,1.595226916,2938.436588,237.4738447,0.080816393,436.8624686,0.148671736,43.87206104,0.014930409,104.0472941,0.035409066,318.1655782,0.108277163,474.5996465,0.16151434,1058.07157,0.36007977,0,0,47.53348554,0.016176454,217.8106395,0.074124669,4157,4949,2823,6788,13444,2584,5273,3026,39,163,2824,8676,859,2533,5284,2860,1460,853,547,3646,2901,698,47,44445,25790,65874,49874,24266,16000,49466,117,86,7,4,11,118,55,10,3210,75613,11759,116,373,,,,,,,,,,,,,,,,,,,,,,,,,0.997844944,0.747040498,0.141878582,0.571389559,0,0,0.113355224,1,1,0.464626212
65,43,South Shore,61556,52010,53971,25748,2.060043499,52740,3752,8928,11978,10218,10056,4861,1853,1094,37.28693561,1594,1371,48876,165,734,51611,41762.41435,27014.79896,22888.4138,4126.385161,14747.61538,22642.58947,1022.086197,21620.50327,10796.79433,1207.647845,8751.922531,546.754228,317.3843426,927478.5747,9913.145823,10755.31834,2840.874444,907.7839842,37010,3729,9051,11585,3223,5336,4086,9562,5481,4269,2155,1863,1154,35886.77751,27282.81953,24484,6075,18409,5813,30297,3650,826,2796,4539,8181,2037,8221,47,5.119072778,643,4152,11662,13840,1942.982676,11248,9801,6782,1721,745,2576,2412,635,443,165335.5705,18223,1764,9159,6052,1230,18,930.6204519,21280,4583,3204,20078,19370,4406,16930,Health Care,Administration,Accommodation and Food Service,Education,Retail Trade,3479,2062,1688,1559,1470,2911,Health Care,Retail Trade,Other Service,Construction,Administration,958,684,287,237,212,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,5374,3595,1621,1125,478,Outside of Chicago,South Shore,Auburn Gresham,Chatham,Greater Grand Crossing,1083,323,95,91,86,,,,8713.419463,,,,,,,,,,0,0,1,0,0.000263181,0.999736819,3.911524442,1877.323704,371.6346053,0.197959789,464.2687876,0.247303535,19.12894523,0.010189476,91.91254356,0.048959347,70.14477958,0.037364243,13.90031808,0.007404327,620.9449613,0.330760731,0.071970941,3.83E-05,141.3203276,0.075277549,83.99646521,0.044742665,12654,5910,2822,3098,10150,3772,14334,6496.762234,173,508.9935739,5814.76866,7117.165101,802.8032625,1822.109738,4492.252101,4302.839348,1822.396935,1857.232328,623.210084,5003.810677,3609.581315,1136.045477,258.1838853,50320.28696,2062.646208,48639.2515,2820.153028,1170.384343,45819.09847,1128.857338,52.8243317,21,26.43835243,103,18.19258047,96.01691217,828.6833061,545.1402073,703,636,59405,85,727,,,,,,,,,,,,,,,,,,,,,,,,,0.999741397,0.999650105,0.337230861,0.776585451,0.263752461,0.090891078,0.049558386,1,1,0.50914719
66,32,The Loop,16388,29283,42298,24134,1.607897572,39327,1050,3216,18419,8080,4386,2916,953,307,32.57892628,23194,3761,2784,8287,1301,35583,37362,27122,25537,1564,10240,25297,3966,21331,5547,387,5685,8905,807,603805,9946,9020,2001,0,30649,1217,1011,2199,959,11410,13853,1759,2237,2173,2737,4603,7458,113599.1379,90269.15221,20967,7423,13544,3598,24565,625,290,105,48,67,111,23271,48,3.557881592,12641,5607,1910,4407,2000.513022,13007,8716,2662,136,44,338,1556,3187,1879,389655.1724,13377,244,232,1018,7998,3885,2231.053338,20543,185,424,20556,18511,411,19489,Professional,Finance,Health Care,Education,Administration,4163,2584,2074,1595,1321,438790,Professional,Finance,Education,Public Administration,Administration,103408,78372,56503,48481,33797,The Loop,Outside of Chicago,Near North Side,Near West Side,Hyde Park,8082,4679,2049,1838,576,Outside of Chicago,Lake View,Near North Side,West Town,Lincoln Park,196209,17866,17836,11855,11089,,,,6561.024298,,,,,,,,,,0,0,1,0,0,1,6.24132932,1059.618087,7.622000148,0.007193158,86.02353951,0.081183533,1.299629434,0.001226507,208.8984246,0.197145016,36.2056759,0.034168609,0.608380061,0.00057415,427.1042591,0.403073772,0,0,261.3994475,0.246692134,30.45673032,0.02874312,10605,8183,1587,592,6945,344,14022,977,15,74,888,2441,49,64,2328,2126,61,296,1769,14766,8047,4905,1814,28317,11010,38277,11308,2810,26969,2445,877,3087,204,105,403,1321,2613,253,10169,975,3221,1625,398,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.855558093,0.813695969,0.961165787,0.099298988,0.034466471,1,1,0.748823971
67,3,Uptown,63551,56362,57182,32215,1.709824616,59453,2733,5423,20043,13219,11109,3494,2118,1314,36.502262,31611,8911,10752,6173,2006,57232,52769,38657,37340,1272,14112,36981,4748,32233,11437,1252,16091,2981,472,1143100,12814,14305,3346,505,46702,4579,5830,7179,2180,16300,10634,7510,5907,5434,3677,4142,4300,57878.09524,42111.65248,30970,9782,21188,2599,33569,1418,465,822,2117,7331,2945,18360,111,4.266956415,2627,7106,8325,15511,1944.71492,17645,10011,4750,886,277,1277,3716,3585,1147,295177.3836,20747,3400,5609,6958,4282,498,1090.966667,28627,2765,2343,27404,25889,3566,27847,Professional,Health Care,Accommodation and Food Service,Education,Finance,4064,3745,2846,2535,2322,12034,Health Care,Education,Real Estate,Retail Trade,Accommodation and Food Service,4694,1333,1202,1152,1013,Outside of Chicago,The Loop,Near North Side,Near West Side,Uptown,7909,6697,3880,1947,1158,Outside of Chicago,Uptown,Edgewater,West Ridge,Rogers Park,3877,1158,570,543,469,,,,6887.604039,,,,,,,,,,0,0,1,4.27E-05,0.002747683,0.997209607,5.993690318,1487.389869,86.00139438,0.057820344,353.3940885,0.237593449,26.45776138,0.017788047,68.25009021,0.045885811,244.4076189,0.164319809,8.391935373,0.005642055,339.3276536,0.228136322,0,0,352.9263844,0.237279003,8.232941932,0.005535161,16286,9558,2656,2470,10292,1189,20678,5447,179,699,4569,6999,859,1767,4373,5425,1189,2234,2002,12009,7852,3237,920,45193,14260,56720,19827,7937,36893,6347,2387,467,447,572,395,2359,2786,4067,26784,12674,13415,8206,2472,,,,,,,,,,,,,,,,,,,,,,,,,0.999524648,0.987426531,0.623399426,0.840954678,0.656498096,0,0.029290303,1,1,0.677969768
68,73,Washington Heights,29843,26493,25065,9538,2.610715035,26940,1317,4981,5176,4873,5415,2557,1657,964,42.20468432,451,393,25722,47,327,26698,22080,12259,10497,1744,9821,10282,616,9666,6253,426,2381,174,432,406445,1564,4070,2723,974,18821,2155,4763,5378,1595,2713,2217,2533,1850,1782,923,1529,714,53580.48162,24293.88493,9331,6519,2812,1262,10593,7931,246,472,779,560,176,429,0,6.408128309,316,975,6211,3091,1950.730641,869,2455,4487,2136,646,3611,2505,304,99,138805.7325,2692,242,1180,875,395,0,968.9795918,8234,1335,1097,7514,7334,1817,9251,Health Care,Education,Administration,Transportation,Retail Trade,1616,1159,900,847,833,1587,Health Care,Retail Trade,Education,Accommodation and Food Service,Other Service,452,325,297,151,90,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,3186,2246,799,558,172,Outside of Chicago,Washington Heights,Auburn Gresham,Roseland,South Shore,745,85,67,62,42,,,,13514.48278,,,,,,,,,,0,0,1,0,0,1,2.160968248,1828.185337,795.8248176,0.43530861,68.78177096,0.037622975,9.906397509,0.005418705,55.26343443,0.030228573,84.4796657,0.046209574,36.64109544,0.020042331,676.4653389,0.37002011,0,0,50.75293643,0.027761374,50.06988036,0.027387749,2923,2619,1645,2144,6142,976,3189,1856,28,81,1747,2269,587,347,1335,1735,791,613,331,3152,2641,435,76,26721,219,25623,559,61,25064,160,1,16,0,1,0,57,305,19,193,231,29108,9,302,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.346687211,0.732087429,0.174966421,0,0.120682322,1,1,0.349834663
69,40,Washington Park,14146,11717,12707,5168,2.447174923,10427,773,2674,2454,1729,1793,634,225,145,31.47073922,191,233,9559,0,444,10376,7695,4421,3629,792,3274,3552,330,3222,1678,172,1252,101,19,124955,2240,1963,348,144,6374,1049,2049,1693,345,810,428,2456,1059,578,301,224,77,23351.06383,16193.1289,4695,622,4073,1036,5731,297,138,458,1192,1675,512,1445,14,4.963273569,903,1311,1766,1751,1958.386243,1297,2382,1456,420,176,257,281,45,39,176470.5882,3978,825,1385,1283,485,0,944.1919192,3982,1334,713,3611,3505,1084,3719,Health Care,Administration,Education,Retail Trade,Accommodation and Food Service,724,436,425,369,360,1111,Arts and Entertainment,Education,Retail Trade,Other Service,Health Care,564,188,56,53,46,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,1122,756,374,248,96,Outside of Chicago,Hyde Park,South Shore,Kenwood,Grand Boulevard,430,47,29,25,25,,,,6788.037152,,,,,,,,,,0,0,1,0,0,1,8.869107266,972.7704733,15.33128826,0.015760438,127.2077468,0.130768511,5.11491794,0.005258093,20.15779364,0.020722045,46.83976614,0.048150892,9.098483866,0.009353166,229.764586,0.236196094,0,0,350.9065722,0.360729054,168.3493184,0.173061707,2315,1125,580,675,2252,1156,2443,1832,30,207,1595,1348,99,230,1019,565,151,325,89,602,404,161,37,10159,268,9654,571,329,9083,337,0,4,0,0,0,0,4,226,74,134,13798,5,135,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.248352683,0.68708166,1,0.37566185,0.102610945,1,1,0.522240991
70,62,West Elsdon,15921,18109,18394,5258,3.495435527,18523,1201,4452,4179,3650,2719,1289,781,252,32.26247601,2724,15134,125,513,27,18511,13998,9195,8307,888,4803,8095,195,7900,5003,1172,1242,302,181,285560,730,1726,1759,1186,11510,2987,4063,1895,779,1335,451,1236,1282,1032,613,720,518,54185.77982,23006.96534,5401,3797,1604,352,5753,3885,135,950,454,278,16,9,26,6.066160521,146,610,4451,546,1955.542776,176,2039,2126,1094,318,681,2888,181,47,191728.8557,1585,30,750,671,134,0,1005.755064,4346,288,1055,4235,4123,1166,7000,Manufacturing,Accommodation and Food Service,Retail Trade,Administration,Health Care,904,790,752,698,672,1528,Retail Trade,Accommodation and Food Service,Finance,Health Care,Manufacturing,526,292,123,112,104,Outside of Chicago,The Loop,Near North Side,Near West Side,Lower West Side,2901,1097,454,432,142,Outside of Chicago,West Elsdon,West Lawn,Chicago Lawn,Brighton Park,687,125,58,41,40,,,,14970.67865,,,,,,,,,,0,0,1,0,0,1,1.272836715,750.9433329,338.7112614,0.451047698,42.30098841,0.056330467,4.938753678,0.006576733,47.2073921,0.06286412,15.27799084,0.020345065,33.08614994,0.04405945,239.6906406,0.319186056,0,0,16.05871194,0.021384719,13.67144402,0.018205693,1478,974,539,2410,3863,700,1538,455,16,52,387,1997,305,416,1276,1032,364,370,298,1851,1523,322,6,11975,6548,17322,13905,5814,3417,12583,732,414,0,0,0,68,108,0,7461,7875,74,136,375,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.222849696,0.817595753,0,0,0.10095778,1,1,0.359604694
71,67,West Englewood,45282,35505,29647,9971,2.964898205,26158,1645,5131,4929,4318,4943,2699,1951,542,40.31692515,393,2508,22733,20,504,25883,20858,10595,7999,2596,10263,7552,412,7140,4098,577,2266,106,93,282360,3411,3896,1525,617,17784,3465,7497,3529,1368,1376,549,4570,2327,1226,404,658,264,26438.54749,17440.94147,9449,4259,5190,3131,12580,6633,215,3307,1467,343,138,444,33,5.959302326,307,1292,4239,6742,1936.647879,1003,4077,4286,2012,1202,3067,1101,24,41,101302.0833,4983,769,2268,1513,408,25,899.2631579,7134,1844,2315,6363,6072,3086,9753,Health Care,Administration,Accommodation and Food Service,Retail Trade,Transportation,1729,1241,1054,984,865,1337,Health Care,Retail Trade,Education,Accommodation and Food Service,Other Service,473,371,137,89,66,Outside of Chicago,The Loop,Near North Side,Near West Side,Lower West Side,3954,1515,694,495,144,Outside of Chicago,West Englewood,Chicago Lawn,Auburn Gresham,Roseland,591,55,51,39,29,,,,9909.649449,,,,,,,,,,0,0,1,0,0,1,2.164533295,2019.001194,493.9941646,0.244672547,195.6430614,0.096900914,16.59664662,0.008220226,52.91335775,0.02620769,94.58894599,0.046849376,41.23692077,0.020424416,754.71423,0.373805737,0,0,83.24046613,0.041228537,286.0734011,0.141690556,3340,2382,1498,2229,5683,1463,3766,2840,220,179,2441,3552,680,844,2028,1226,553,491,182,1326,1147,172,7,24954,1204,24513,2270,954,22243,2118,25,67,0,0,0,0,42,18,164,459,44271,29,359,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.185166442,0.668851304,0.119694444,0,0.129875708,1,1,0.445047669
72,26,West Garfield Park,23019,18001,17433,6573,2.593184239,16489,1216,3572,3765,2593,3320,1108,748,167,33.69940978,456,574,15238,3,218,16132,12587,6734,5064,1606,5853,4976,354,4622,2467,292,1707,70,86,180260,2226,2046,805,396,10492,2655,3689,2811,599,462,276,2501,1341,852,397,227,155,29443.39623,14759.95688,5473,1460,4013,1937,7410,895,114,3080,1844,455,259,725,38,5.846964375,488,774,1745,4403,1932.073586,1056,2299,3147,641,267,536,699,167,58,183388.1579,3844,489,1314,1590,451,0,1029.02439,4396,985,1077,4114,3796,1359,5633,Health Care,Administration,Retail Trade,Accommodation and Food Service,Transportation,1021,713,631,577,465,1899,Manufacturing,Retail Trade,Administration,Health Care,Construction,403,391,344,225,171,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,2424,748,357,300,143,Outside of Chicago,Austin,West Town,Near North Side,Portage Park,928,63,42,39,38,,,,8356.896852,,,,,,,,,,0,0,1,0,0,1,3.251751754,828.5777968,50.85165862,0.06137222,188.0676233,0.226976422,9.494005636,0.011458195,36.0664999,0.0435282,44.49817047,0.053704276,37.94440661,0.045794622,333.6664597,0.402697805,0,0,4.923471586,0.005942075,123.065501,0.148526187,1776,1398,973,1326,3535,1180,1938,1902,41,101,1760,1480,74,348,1058,840,372,194,274,779,681,82,16,16358,131,15273,549,109,14724,536,0,0,0,0,0,0,3,10,133,201,22564,18,103,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.127430423,0.654474065,0.678183672,0,0.094223195,1,1,0.486937299
73,65,West Lawn,29235,33355,33662,9244,3.635114669,32162,2518,8139,6502,7265,4371,1690,1381,296,32.08806051,3819,27364,801,73,105,32146,23742,15443,13849,1594,8299,13345,339,13006,9297,1872,1433,267,137,454140,1125,3047,3114,1890,19205,5410,7267,3219,877,1702,730,1895,2359,1440,1207,1486,789,54757.83476,21706.25244,9176,6297,2879,525,9701,6603,71,1435,603,230,293,454,12,5.95994582,375,1055,6589,1682,1955.814305,683,3079,3174,2055,710,1245,4842,124,60,192640.1019,2749,150,1241,1113,206,39,996.0526316,7940,1047,1236,7705,7474,1471,12484,Manufacturing,Accommodation and Food Service,Health Care,Administration,Retail Trade,1672,1426,1360,1236,1213,7074,Manufacturing,Administration,Retail Trade,Accommodation and Food Service,Education,2128,1774,879,576,461,Outside of Chicago,The Loop,Near North Side,Near West Side,West Lawn,5382,1916,722,657,411,Outside of Chicago,West Lawn,Chicago Lawn,Gage Park,Ashburn,3131,411,363,220,218,,,,15456.89256,,,,,,,,,,0,0,1,0.08000621,0.066188837,0.853804953,1.549122801,1889.699298,614.8120695,0.325349155,85.27487456,0.045126161,10.56491132,0.00559079,169.4499232,0.089670311,105.7792023,0.055976738,185.0596425,0.097930736,636.7118445,0.336938181,0,0,35.65264575,0.018866835,46.39418389,0.024551093,2274,1706,1449,3747,6593,1212,2583,782,18,50,714,3245,327,391,2527,1432,596,421,415,3461,2627,712,122,21363,10799,29644,23639,9505,6005,22676,507,0,65,21,0,45,325,0,12540,15179,760,272,484,,,,,,,,,,,,,,,,,,,,,,,,,0.927448276,0.454832282,0.17229888,0.789833499,0.026698607,0,0.154499322,1,1,0.293068565
74,53,West Pullman,36649,29651,26104,9650,2.703316062,26484,1739,5042,6250,4315,4998,2285,1382,473,35.88581024,233,1815,23890,0,546,26456,20928,13197,10463,2734,7731,10121,462,9659,6548,1276,1410,233,192,401070,1904,3821,2187,1151,17046,2398,5105,5279,1345,1631,1288,2384,2529,1411,1043,1232,464,46380.45541,22615.252,9063,5698,3365,2147,11210,7664,285,2048,616,146,73,353,25,6.262858946,548,1351,5689,3622,1953.164109,716,2620,5589,1526,759,4289,1278,61,42,115702.4793,3204,296,1255,721,920,12,1031.097561,7859,1025,1204,7470,7280,1593,8858,Health Care,Administration,Education,Retail Trade,Transportation,1750,949,855,835,831,945,Manufacturing,Retail Trade,Wholesale Trade,Health Care,Construction,260,248,102,92,54,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,3844,1710,631,411,120,Outside of Chicago,West Pullman,Roseland,Chicago Lawn,South Shore,584,47,19,17,17,,,,15256.88263,,,,,,,,,,0,0,1,0,0.091746382,0.908253618,2.882989196,2281.11105,852.879117,0.373887592,115.6975873,0.05071984,11.71593483,0.005136065,44.7164748,0.019602936,88.26497948,0.038693855,60.81404687,0.026659836,798.3423774,0.34997962,0.212535812,9.32E-05,87.39654422,0.038313148,221.0714522,0.096913937,2740,2799,1385,2139,5990,1474,3073,1453,51,50,1352,2993,556,482,1955,1411,694,545,172,2711,2203,475,33,25382,1102,24745,1966,738,22779,1734,19,0,0,0,0,0,75,138,328,1699,34277,16,329,,,,,,,,,,,,,,,,,,,,,,,,,0.909574468,0.874165872,0.250146662,0.783332262,0.18297377,0,0.13873946,1,1,0.334057899
75,2,West Ridge,73199,71942,77122,26493,2.850979504,78763,6570,16177,16026,15628,14314,5822,2863,1363,35.61764109,33123,15514,9166,16556,4404,77138,59984,38949,36492,2457,21035,34994,2226,32768,21479,2830,5643,2142,674,1089900,3522,12383,7655,2309,51975,9041,10150,8360,2764,14316,7344,4875,6072,5004,3021,3486,3411,57937.30032,27671.16952,25869,12557,13312,2185,28054,5574,1405,3216,6197,5131,1901,4584,46,5.481163045,851,3864,12078,11261,1947.066939,5874,10419,9151,1749,861,2767,4074,4378,1230,274096.6387,13108,701,2985,6861,2432,129,1181.841238,24375,2751,1494,22756,21700,3113,27115,Health Care,Accommodation and Food Service,Retail Trade,Education,Professional,5148,2828,2708,2427,2341,10101,Health Care,Professional,Retail Trade,Accommodation and Food Service,Other Service,4513,1483,1276,795,478,Outside of Chicago,The Loop,Near North Side,West Ridge,Near West Side,11872,3758,1920,1498,1154,Outside of Chicago,West Ridge,Rogers Park,Edgewater,Lincoln Square,4725,1498,329,274,195,,,,12110.68445,,,,,,,,,,0,0,1,0,0,1,2.982161066,2259.62109,553.9782868,0.24516424,519.3462477,0.229837759,27.25764638,0.012062928,138.5040287,0.061295245,161.9069939,0.071652276,2.852632122,0.001262438,655.4780325,0.290083163,0,0,188.5313773,0.083434952,11.76584462,0.005206999,6582,7326,3920,8041,17852,2313,8017,3334,49,236,3049,7196,541,1058,5597,4996,1394,2083,1519,9854,7236,2123,495,46591,32172,72193,41569,19950,30624,11983,4115,851,1043,2896,303,4238,11462,4678,36403,11353,4962,16347,4134,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.46991823,0.774886878,0.193018829,0,0.05449991,1,1,0.36694862
